05-09-2023,16:30,1,1,1,1,1,1,1,1
05-09-2023,16:00,1,1,1,1,1,1,1,1
05-09-2023,15:30,1,1,1,1,1,1,0,1
05-09-2023,15:00,1,1,1,1,1,1,0,1
05-09-2023,14:30,1,1,1,1,1,1,0,1
05-09-2023,14:00,1,1,1,1,1,1,0,1
05-09-2023,13:30,1,1,1,1,1,1,0,1
05-09-2023,13:00,1,1,1,1,1,1,1,1
05-09-2023,12:00,1,1,1,1,1,1,1,1
05-09-2023,11:30,1,1,1,1,1,1,1,1
05-09-2023,11:00,1,1,1,0,1,1,1,0
05-09-2023,10:30,1,1,1,0,1,1,0,0
05-09-2023,10:00,1,1,1,0,1,1,0,0
05-09-2023,09:00,1,1,1,1,1,1,1,1
05-09-2023,08:55,1,1,1,1,1,1,1,1
05-09-2023,08:50,1,1,1,1,1,1,1,1
05-09-2023,08:45,1,1,1,1,1,1,1,1
05-09-2023,08:40,1,1,0,1,1,1,1,1
05-09-2023,08:35,1,1,0,1,1,1,1,1
05-09-2023,08:30,1,1,0,1,0,1,1,0
05-09-2023,08:15,1,1,1,1,1,1,1,1
05-09-2023,07:55,1,0,1,0,0,1,0,0
05-09-2023,07:45,1,0,0,0,0,1,0,0
